Branch,Bill No,Bill_date,Maker,Category,Product,Design,Sub_Design,Size,Pcs,Gwt(Grams),Sales_Value,Age,Employee,Purchase Value,Weight Min,Weight Max,Profit Margin %,Revenue Per Gram,Product Performance
MDU,GL-05037,2024-08-13,P_16,22KT,G RING,HANDCRAFTED,BOLE,25.0,1.0,4.06,26495.52,64.0,KAMESH,24261.45,3.0,4.0,8.431878294896645,6525.990147783252,Slow Moving
CBT,GL-01765,2024-08-13,P_16,22KT,G RING,HANDCRAFTED,BOLE,24.0,1.0,4.1,26253.62,130.0,RAJAPRABHU,24453.29,3.0,4.0,6.857454324394115,6403.321951219513,Slow Moving
CNI,GL-04064,2024-08-14,P_16,22KT,G RING,HANDCRAFTED,BOLE,21.0,1.0,2.03,14924.0,65.0,KAMATCHI,14003.07,1.0,2.0,6.170798713481642,7351.724137931035,Slow Moving
CBT,GL-01781,2024-08-14,F_30,22KT,G RING,HANDCRAFTED,BOLE,,1.0,0.56,7018.8,1015.0,RAJAPRABHU,3750.0,0.0,1.0,46.57206360061549,12533.571428571428,Slow Moving
CBT,GL-01782,2024-08-14,T,22KT,G RING,HANDCRAFTED,BOLE,22.0,1.0,3.04,20749.9,577.0,MUTHU LAKSHMI,18686.0,2.0,3.0,9.946553959296196,6825.625,Slow Moving
CBT,GL-01790,2024-08-15,P_16,22KT,G RING,HANDCRAFTED,BOLE,21.0,1.0,2.03,15149.89,132.0,ELACKIYA,13997.99,1.0,2.0,7.60335553591478,7463.0,Slow Moving
CNI,GL-04315,2024-08-20,P_16,22KT,G RING,HANDCRAFTED,BOLE,19.0,1.0,3.08,20500.11,71.0,SURYA,19310.41,2.0,3.0,5.8033834940397915,6655.87987012987,Slow Moving
CBT,GL-01873,2024-08-20,T,22KT,G RING,HANDCRAFTED,BOLE,15.0,1.0,2.03,14849.8,324.0,RAJAPRABHU,12943.0,1.0,2.0,12.840576977467705,7315.172413793104,Slow Moving
CBT,GL-01889,2024-08-22,T,22KT,G RING,HANDCRAFTED,BOLE,22.0,1.0,3.04,18602.26,909.0,MUTHU LAKSHMI,16762.0,2.0,3.0,9.89266895527747,6119.16447368421,Slow Moving
CBT,GL-01981,2024-08-24,P_16,22KT,G RING,HANDCRAFTED,BOLE,22.0,1.0,4.08,25750.3,75.0,JAYADHARSHINI,24362.49,3.0,4.0,5.389490607876405,6311.348039215686,Slow Moving
CNI,GL-04629,2024-08-25,P_16,22KT,G RING,HANDCRAFTED,BOLE,21.0,1.0,4.1,25899.95,12.0,ARUNACHALAM,24938.8,3.0,4.0,3.711011025117815,6317.0609756097565,Fast Moving
CNI,GL-04630,2024-08-25,P_16,22KT,G RING,HANDCRAFTED,BOLE,18.0,1.0,4.06,26249.71,76.0,ARUN PANDIAN,24261.45,3.0,4.0,7.57440748869225,6465.445812807882,Slow Moving
MDU,GL-04248,2024-08-01,A,22KT,G RING,HANDCRAFTED,MALAB,12.0,1.0,4.07,25749.8,64.0,KARTHICK,23951.28,3.0,4.0,6.984597938624767,6326.732186732186,Slow Moving
MDU,GL-04263,2024-08-02,Q,22KT,G RING,HANDCRAFTED,MALAB,24.0,1.0,6.1,36389.99,5.0,SHANMUGANATHAN,3750.0,5.0,6.0,89.69496831408857,5965.572131147541,Fast Moving
MDU,GL-04268,2024-08-02,A,22KT,G RING,HANDCRAFTED,MALAB,10.0,1.0,3.05,20572.67,73.0,KAVITHA,18818.95,2.0,3.0,8.524513347076475,6745.137704918033,Slow Moving
MDU,GL-04268,2024-08-02,A,22KT,G RING,HANDCRAFTED,MALAB,21.0,1.0,4.12,26426.9,178.0,KAVITHA,21834.0,3.0,4.0,17.379639685320644,6414.296116504855,Slow Moving
CBT,GL-01513,2024-08-02,A,22KT,G RING,HANDCRAFTED,MALAB,25.0,1.0,4.05,25325.95,65.0,THANGARAJ,23850.96,3.0,4.0,5.824026344520152,6253.3209876543215,Slow Moving
MDU,GL-04291,2024-08-02,A,22KT,G RING,HANDCRAFTED,MALAB,21.0,1.0,5.98,36049.9,65.0,MANOJ KUMAR,33777.36,5.0,6.0,6.303873242366833,6028.411371237458,Slow Moving
MDU,GL-04394,2024-08-03,G,22KT,G RING,HANDCRAFTED,MALAB,10.0,1.0,2.45,17750.12,0.0,KARTHICK,3750.0,2.0,3.0,78.87338226445793,7244.946938775509,Fast Moving
CNI,GL-03494,2024-08-05,Q,22KT,G RING,HANDCRAFTED,MALAB,14.0,1.0,2.18,15250.31,15.0,GOWTHAM,3750.0,1.0,2.0,75.4103359210403,6995.555045871559,Fast Moving
MDU,GL-04945,2024-08-11,Q,22KT,G RING,HANDCRAFTED,MALAB,14.0,1.0,3.2,22449.59,21.0,KARTHICK,3750.0,2.0,3.0,83.2959087448813,7015.496875,Fast Moving
CBT,GL-01724,2024-08-11,G,22KT,G RING,HANDCRAFTED,MALAB,18.0,1.0,4.1,26049.8,3.0,RAVIKUMAR,3750.0,3.0,4.0,85.6044960038081,6353.609756097561,Fast Moving
MDU,GL-05199,2024-08-18,Q,22KT,G RING,HANDCRAFTED,MALAB,22.0,1.0,5.14,32049.53,0.0,YUGESH MOULI,3750.0,4.0,5.0,88.29936039623671,6235.317120622568,Fast Moving
MDU,GL-05216,2024-08-19,T,22KT,G RING,HANDCRAFTED,MALAB,19.0,1.0,2.08,15125.16,7.0,SHANMUGANATHAN,14268.1,1.0,2.0,5.666452454056681,7271.711538461538,Fast Moving
CBT,GL-01842,2024-08-19,Q,22KT,G RING,HANDCRAFTED,MALAB,25.0,1.0,4.25,27499.93,6.0,THANGARAJ,3750.0,4.0,5.0,86.3636016528042,6470.571764705883,Fast Moving
CBT,GL-01856,2024-08-20,A,22KT,G RING,HANDCRAFTED,MALAB,23.0,1.0,2.97,20249.68,195.0,RAVIKUMAR,16787.0,2.0,3.0,17.099924542017455,6818.074074074074,Slow Moving
CBT,GL-01996,2024-08-25,A_73,22KT,G RING,HANDCRAFTED,MALAB,20.0,1.0,8.1,48250.4,2.0,THANGARAJ,3750.0,7.0,8.0,92.22804370533716,5956.83950617284,Fast Moving
MDU,GL-05494,2024-08-25,T,22KT,G RING,HANDCRAFTED,MALAB,14.0,1.0,3.04,20861.84,13.0,BALAMURUGAN,19120.55,2.0,3.0,8.346770946378655,6862.4473684210525,Fast Moving
CNI,GL-03120,2024-08-02,P_16,22KT,G RING,HANDCRAFTED,KASAI,,1.0,0.64,7233.84,53.0,ARUNACHALAM,7025.88,5.0,6.0,2.87482167147739,11302.875,Slow Moving
CBT,GL-01499,2024-08-01,T_91,22KT,G RING,HANDCRAFTED,KASAI,10.0,1.0,1.57,11299.49,151.0,RAVIKUMAR,3750.0,5.0,6.0,66.81266145640201,7197.127388535031,Slow Moving
CBT,GL-01527,2024-08-03,P_16,22KT,G RING,HANDCRAFTED,KASAI,13.0,1.0,3.03,20200.23,54.0,MUTHU LAKSHMI,19257.23,5.0,6.0,4.668263678185842,6666.742574257426,Slow Moving
MDU,GL-04362,2024-08-03,P_16,22KT,G RING,HANDCRAFTED,KASAI,15.0,1.0,2.03,15168.76,54.0,KAVITHA,14141.33,5.0,6.0,6.7733288680155805,7472.295566502464,Slow Moving
CBT,GL-01544,2024-08-03,E,22KT,G RING,HANDCRAFTED,KASAI,18.0,1.0,3.0,20250.11,468.0,MUTHU LAKSHMI,18117.0,5.0,6.0,10.533819322462943,6750.036666666667,Slow Moving
CNI,GL-03464,2024-08-04,P_16,22KT,G RING,HANDCRAFTED,KASAI,11.0,1.0,1.0,9249.86,55.0,RAMANATHAN,8871.21,5.0,6.0,4.093575470331459,9249.86,Slow Moving
MDU,GL-04743,2024-08-07,P_16,22KT,G RING,HANDCRAFTED,KASAI,,1.0,0.56,7325.24,58.0,SILAMBARASAN,6616.39,5.0,6.0,9.67681604971304,13080.785714285712,Slow Moving
CBT,GL-01701,2024-08-09,P_16,22KT,G RING,HANDCRAFTED,KASAI,12.0,1.0,3.1,20774.16,127.0,MUTHU LAKSHMI,19611.0,5.0,6.0,5.599071153779502,6701.341935483871,Slow Moving
MDU,GL-04856,2024-08-09,P_16,22KT,G RING,HANDCRAFTED,KASAI,12.0,1.0,1.07,9873.64,60.0,SILAMBARASAN,9227.52,5.0,6.0,6.543888576046919,9227.700934579438,Slow Moving
CNI,GL-03879,2024-08-11,T_91,22KT,G RING,HANDCRAFTED,KASAI,14.0,1.0,2.03,15249.79,161.0,RAMANATHAN,3750.0,5.0,6.0,75.40949744225986,7512.2118226601,Slow Moving
CBT,GL-01728,2024-08-12,T_91,22KT,G RING,HANDCRAFTED,KASAI,17.0,1.0,1.93,14650.41,162.0,ELACKIYA,3750.0,5.0,6.0,74.4034467294772,7590.886010362695,Slow Moving
CNI,GL-03917,2024-08-12,P_16,22KT,G RING,HANDCRAFTED,KASAI,,1.0,0.64,7372.4,63.0,VENKATESH,7025.88,5.0,6.0,4.700233302588025,11519.375,Slow Moving
MDU,GL-04979,2024-08-12,P_16,22KT,G RING,HANDCRAFTED,KASAI,,1.0,0.65,7283.01,63.0,KARTHICK,7079.06,5.0,6.0,2.800353150689067,11204.63076923077,Slow Moving
MDU,GL-04987,2024-08-13,P_16,22KT,G RING,HANDCRAFTED,KASAI,13.0,1.0,2.01,15249.56,64.0,YOGANATHAN,14040.29,5.0,6.0,7.929868140457814,7586.845771144279,Slow Moving
CNI,GL-04127,2024-08-15,P_16,22KT,G RING,HANDCRAFTED,KASAI,12.0,1.0,1.1,9956.35,66.0,ARUNACHALAM,9381.74,5.0,6.0,5.7712916882190815,9051.227272727272,Slow Moving
CBT,GL-01800,2024-08-16,T_91,22KT,G RING,HANDCRAFTED,KASAI,18.0,1.0,4.12,26999.83,166.0,JAYADHARSHINI,3750.0,5.0,6.0,86.11102366200085,6553.356796116505,Slow Moving
CNI,GL-04381,2024-08-22,P_16,22KT,G RING,HANDCRAFTED,KASAI,13.0,1.0,2.92,19750.47,140.0,SURYA,18691.45,5.0,6.0,5.361998980277433,6763.859589041096,Slow Moving
MDU,GL-04251,2024-08-01,P_16,22KT,G RING,HANDCRAFTED,BA TC,,1.0,1.05,9850.13,44.0,YOGANATHAN,9127.26,0.0,1.0,7.338684870148912,9381.07619047619,Slow Moving
CNI,GL-03114,2024-08-01,P_16,22KT,G RING,HANDCRAFTED,BA TC,,1.0,0.98,9149.95,52.0,RAMANATHAN,8807.4,0.0,1.0,3.743736304569982,9336.683673469388,Slow Moving
CNI,GL-03250,2024-08-03,P_16,22KT,G RING,HANDCRAFTED,BA TC,,1.0,1.06,9750.25,46.0,ARUNACHALAM,9174.76,0.0,1.0,5.902310197174429,9198.349056603773,Slow Moving
MDU,GL-04388,2024-08-03,P_16,22KT,G RING,HANDCRAFTED,BA TC,,1.0,0.79,7729.13,54.0,KAVITHA,7823.57,0.0,1.0,-1.2218710255876095,9783.708860759494,Slow Moving
CBT,GL-01552,2024-08-03,P_16,22KT,G RING,HANDCRAFTED,BA TC,,1.0,0.98,9250.27,46.0,RAVIKUMAR,8768.43,0.0,1.0,5.208929036665958,9439.051020408164,Slow Moving
CBT,GL-01560,2024-08-03,P_16,22KT,G RING,HANDCRAFTED,BA TC,,1.0,0.58,6950.16,54.0,ELACKIYA,6744.02,0.0,1.0,2.9659748840314384,11983.034482758621,Slow Moving
MDU,GL-04488,2024-08-03,P_16,22KT,G RING,HANDCRAFTED,BA TC,,1.0,1.03,9353.84,46.0,YUGESH MOULI,9021.72,0.0,1.0,3.5506273359390454,9081.398058252427,Slow Moving
MDU,GL-04520,2024-08-04,P_16,22KT,G RING,HANDCRAFTED,BA TC,,1.0,1.02,9649.52,47.0,KARTHICK,8968.95,0.0,1.0,7.052889677414003,9460.313725490196,Slow Moving
CBT,GL-01581,2024-08-04,P_16,22KT,G RING,HANDCRAFTED,BA TC,,1.0,1.01,9350.32,47.0,ELACKIYA,8921.46,0.0,1.0,4.586580994019462,9257.742574257425,Slow Moving
CNI,GL-03554,2024-08-06,P_16,22KT,G RING,HANDCRAFTED,BA TC,,1.0,1.04,9450.02,49.0,SURYA,9074.49,0.0,1.0,3.9738540235893747,9086.557692307693,Slow Moving
MDU,GL-04777,2024-08-08,P_16,22KT,G RING,HANDCRAFTED,BA TC,,1.0,0.52,6950.15,59.0,LALITHA,6430.26,0.0,1.0,7.48027020999546,13365.673076923076,Slow Moving
CBT,GL-01700,2024-08-09,P_16,22KT,G RING,HANDCRAFTED,BA TC,,1.0,0.57,7049.63,60.0,THANGARAJ,6690.84,0.0,1.0,5.089486965982611,12367.771929824563,Slow Moving
CNI,GL-03744,2024-08-10,P_16,22KT,G RING,HANDCRAFTED,BA TC,,1.0,0.8,8149.92,61.0,RAJAPRIYA,7876.75,0.0,1.0,3.351812042326797,10187.4,Slow Moving
MDU,GL-04927,2024-08-11,P_16,22KT,G RING,HANDCRAFTED,BA TC,,1.0,1.03,8632.02,54.0,KARTHICK,9021.72,0.0,1.0,-4.5145863888174365,8380.601941747573,Slow Moving
CBT,GL-01721,2024-08-11,P_16,22KT,G RING,HANDCRAFTED,BA TC,,1.0,0.98,9350.33,54.0,MUTHU LAKSHMI,8768.43,0.0,1.0,6.2233097655376834,9541.15306122449,Slow Moving
CNI,GL-03914,2024-08-12,P_16,22KT,G RING,HANDCRAFTED,BA TC,,1.0,0.78,8019.55,63.0,RAMANATHAN,7775.71,0.0,1.0,3.040569608020402,10281.47435897436,Slow Moving
CNI,GL-03950,2024-08-12,P_16,22KT,G RING,HANDCRAFTED,BA TC,,1.0,0.58,6949.62,63.0,ARUNACHALAM,6744.02,0.0,1.0,2.9584351374607456,11982.103448275862,Slow Moving
CBT,GL-01762,2024-08-13,P_16,22KT,G RING,HANDCRAFTED,BA TC,,1.0,1.03,9599.63,56.0,RAJAPRABHU,9021.72,0.0,1.0,6.020127859094568,9320.02912621359,Slow Moving
CNI,GL-04000,2024-08-13,P_16,22KT,G RING,HANDCRAFTED,BA TC,,1.0,1.04,9274.08,56.0,MUTHUMATHI,9074.49,0.0,1.0,2.1521272190880407,8917.384615384615,Slow Moving
MDU,GL-05052,2024-08-14,P_16,22KT,G RING,HANDCRAFTED,BA TC,,1.0,1.03,9649.57,57.0,KARTHICK,9021.72,0.0,1.0,6.506507543859471,9368.514563106795,Slow Moving
CBT,GL-01778,2024-08-14,P_16,22KT,G RING,HANDCRAFTED,BA TC,,1.0,0.97,9241.4,57.0,RAJAPRABHU,8715.66,0.0,1.0,5.688964875451769,9527.216494845361,Slow Moving
CBT,GL-01785,2024-08-15,P_16,22KT,G RING,HANDCRAFTED,BA TC,,1.0,0.8,8233.43,66.0,RAJAPRABHU,7876.75,0.0,1.0,4.332094886335346,10291.7875,Slow Moving
CBT,GL-01787,2024-08-15,P_16,22KT,G RING,HANDCRAFTED,BA TC,,1.0,1.03,8710.36,66.0,RAVIKUMAR,9062.66,0.0,1.0,-4.044608948424626,8456.660194174758,Slow Moving
MDU,GL-05091,2024-08-15,P_16,22KT,G RING,HANDCRAFTED,BA TC,,1.0,0.6,7134.17,66.0,LALITHA,6845.06,0.0,1.0,4.052468612326306,11890.283333333335,Slow Moving
CNI,GL-04127,2024-08-15,P_16,22KT,G RING,HANDCRAFTED,BA TC,,1.0,1.08,9843.18,66.0,ARUNACHALAM,9323.24,0.0,1.0,5.282236025349536,9114.055555555555,Slow Moving
MDU,GL-05155,2024-08-17,P_16,22KT,G RING,HANDCRAFTED,BA TC,,1.0,1.06,9550.26,60.0,YOGANATHAN,9174.76,0.0,1.0,3.9318301281849917,9009.679245283018,Slow Moving
CNI,GL-04227,2024-08-18,P_16,22KT,G RING,HANDCRAFTED,BA TC,,1.0,1.0,9794.72,61.0,KAMATCHI,8868.69,0.0,1.0,9.454379502425786,9794.72,Slow Moving
CBT,GL-01825,2024-08-18,P_16,22KT,G RING,HANDCRAFTED,BA TC,,1.0,0.6,7299.71,69.0,ELACKIYA,6845.06,0.0,1.0,6.228329618573883,12166.183333333334,Slow Moving
CBT,GL-01836,2024-08-19,P_16,22KT,G RING,HANDCRAFTED,BA TC,,1.0,1.08,9949.97,62.0,MUTHU LAKSHMI,9280.3,0.0,1.0,6.7303720513730205,9212.935185185184,Slow Moving
CNI,GL-04339,2024-08-20,P_16,22KT,G RING,HANDCRAFTED,BA TC,,1.0,0.77,8291.66,71.0,RENUGA,7722.53,0.0,1.0,6.863884915686366,10768.38961038961,Slow Moving
MDU,GL-05326,2024-08-21,P_16,22KT,G RING,HANDCRAFTED,BA TC,,1.0,1.09,10436.49,64.0,SILAMBARASAN,9327.79,0.0,1.0,10.623303428643146,9574.761467889908,Slow Moving
MDU,GL-05347,2024-08-21,P_16,22KT,G RING,HANDCRAFTED,BA TC,,1.0,1.03,9591.1,64.0,KAVITHA,9021.72,0.0,1.0,5.9365453389079565,9311.747572815533,Slow Moving
MDU,GL-05372,2024-08-22,P_16,22KT,G RING,HANDCRAFTED,BA TC,,1.0,0.5,6931.43,73.0,KAVITHA,6329.22,0.0,1.0,8.688106206078688,13862.86,Slow Moving
CBT,GL-01933,2024-08-23,P_16,22KT,G RING,HANDCRAFTED,BA TC,,1.0,0.62,7189.63,74.0,ELACKIYA,6946.11,0.0,1.0,3.3871005879301217,11596.177419354839,Slow Moving
CNI,GL-04447,2024-08-24,P_16,22KT,G RING,HANDCRAFTED,BA TC,,1.0,1.06,9406.22,67.0,RAMANATHAN,9174.76,0.0,1.0,2.4607121670554073,8873.792452830188,Slow Moving
CNI,GL-04448,2024-08-24,P_16,22KT,G RING,HANDCRAFTED,BA TC,,1.0,1.04,9373.27,75.0,ARUNACHALAM,9115.84,0.0,1.0,2.746426807293509,9012.759615384615,Slow Moving
CBT,GL-01985,2024-08-25,P_16,22KT,G RING,HANDCRAFTED,BA TC,,1.0,0.75,7896.24,76.0,JAYADHARSHINI,7621.49,0.0,1.0,3.479504169072875,10528.32,Slow Moving
CNI,GL-04612,2024-08-25,P_16,22KT,G RING,HANDCRAFTED,BA TC,,1.0,1.01,9200.38,68.0,SURYA,8921.46,0.0,1.0,3.0316139115993046,9109.287128712871,Slow Moving
CNI,GL-04628,2024-08-25,P_16,22KT,G RING,HANDCRAFTED,BA TC,,1.0,0.61,7100.05,76.0,SURYA,6898.24,0.0,1.0,2.8423743494764175,11639.426229508197,Slow Moving
CNI,GL-03112,2024-08-01,M_37,22KT,G RING,KERALA,L KR,16.0,1.0,2.23,16409.78,65.0,RENUGA,14874.96,1.0,2.0,9.353080906630069,7358.645739910314,Slow Moving
CNI,GL-03145,2024-08-02,M_37,22KT,G RING,KERALA,L KR,14.0,1.0,2.23,15640.72,66.0,ZINIYA,14874.96,1.0,2.0,4.8959382944007706,7013.775784753363,Slow Moving
MDU,GL-04270,2024-08-02,M_37,22KT,G RING,KERALA,L KR,13.0,1.0,2.24,15927.93,65.0,MANOJ KUMAR,14927.76,1.0,2.0,6.279347033795352,7110.683035714285,Slow Moving
CBT,GL-01593,2024-08-04,M_37,22KT,G RING,KERALA,L KR,15.0,1.0,2.58,18049.5,67.0,MUTHU LAKSHMI,16622.64,2.0,3.0,7.905260533532788,6995.930232558139,Slow Moving
CBT,GL-01703,2024-08-10,M_37,22KT,G RING,KERALA,L KR,15.0,1.0,2.1,15500.31,73.0,RAVIKUMAR,14230.8,1.0,2.0,8.19022329230835,7381.099999999999,Slow Moving
MDU,GL-05346,2024-08-21,M_37,22KT,G RING,KERALA,L KR,16.0,1.0,2.22,16249.49,84.0,KARTHICK,14827.44,1.0,2.0,8.75135158088038,7319.59009009009,Slow Moving
CNI,GL-04401,2024-08-23,M_37,22KT,G RING,KERALA,L KR,15.0,1.0,2.14,15379.73,86.0,KAMATCHI,14426.16,1.0,2.0,6.200173865210896,7186.789719626167,Slow Moving
CNI,GL-03153,2024-08-02,X_22,22KT,G RING,COIMBATORE,KASAI,16.0,1.0,2.98,20378.19,23.0,KAMATCHI,19189.47,2.0,3.0,5.833295302477785,6838.318791946308,Fast Moving
MDU,GL-04363,2024-08-03,Y_47,22KT,G RING,COIMBATORE,KASAI,18.0,1.0,2.21,15652.09,47.0,KAMESH,14708.09,1.0,2.0,6.031143444741245,7082.393665158371,Slow Moving
MDU,GL-04383,2024-08-03,Y_47,22KT,G RING,COIMBATORE,KASAI,18.0,1.0,1.98,14688.36,47.0,KAVITHA,13568.49,1.0,2.0,7.624200387245415,7418.363636363637,Slow Moving
MDU,GL-04400,2024-08-03,A,22KT,G RING,COIMBATORE,KASAI,12.0,1.0,1.18,10161.33,29.0,SILAMBARASAN,9496.26,0.0,1.0,6.545107776245823,8611.296610169491,Fast Moving
MDU,GL-04491,2024-08-03,Y_47,22KT,G RING,COIMBATORE,KASAI,17.0,1.0,1.16,10131.15,47.0,KAVITHA,9500.75,0.0,1.0,6.22239331171683,8733.75,Slow Moving
MDU,GL-04662,2024-08-06,X_22,22KT,G RING,COIMBATORE,KASAI,17.0,1.0,3.04,20720.07,27.0,YOGANATHAN,19499.22,2.0,3.0,5.892113298845026,6815.8125,Fast Moving
MDU,GL-04863,2024-08-09,Y_47,22KT,G RING,COIMBATORE,KASAI,19.0,1.0,2.23,16249.61,53.0,BALAMURUGAN,14808.33,1.0,2.0,8.869628255693526,7286.820627802691,Slow Moving
CNI,GL-03920,2024-08-12,E,22KT,G RING,COIMBATORE,KASAI,,1.0,0.93,8745.3,134.0,RAVICHANDRAN,3750.0,0.0,1.0,57.119824362800586,9403.548387096773,Slow Moving
MDU,GL-04983,2024-08-13,X_22,22KT,G RING,COIMBATORE,KASAI,12.0,1.0,3.0,19798.9,34.0,KARMEGAM,19290.94,2.0,3.0,2.565597078625594,6599.633333333334,Slow Moving
MDU,GL-05000,2024-08-13,E,22KT,G RING,COIMBATORE,KASAI,15.0,1.0,1.96,14750.12,24.0,KARTHICK,3750.0,1.0,2.0,74.57647802187373,7525.571428571429,Fast Moving
MDU,GL-05053,2024-08-14,Y_47,22KT,G RING,COIMBATORE,KASAI,17.0,1.0,2.15,16063.65,58.0,KARUPPANAN,14412.63,1.0,2.0,10.277987879466998,7471.46511627907,Slow Moving
CBT,GL-01794,2024-08-15,Y_47,22KT,G RING,COIMBATORE,KASAI,15.0,1.0,1.12,10049.3,59.0,THANGARAJ,9305.54,0.0,1.0,7.401112515299557,8972.589285714284,Slow Moving
MDU,GL-05175,2024-08-17,T_19,22KT,G RING,COIMBATORE,KASAI,12.0,1.0,1.17,10249.61,90.0,RAGURAM,9449.75,0.0,1.0,7.803809120542153,8760.350427350428,Slow Moving
CNI,GL-04305,2024-08-20,V_21,22KT,G RING,COIMBATORE,KASAI,11.0,1.0,2.08,15671.07,7.0,ARUN PANDIAN,14777.89,1.0,2.0,5.699546999662437,7534.168269230769,Fast Moving
MDU,GL-05301,2024-08-20,V_21,22KT,G RING,COIMBATORE,KASAI,12.0,1.0,3.11,20893.41,7.0,YUGESH MOULI,20239.38,2.0,3.0,3.1303171669918832,6718.138263665595,Fast Moving
MDU,GL-05382,2024-08-22,V_21,22KT,G RING,COIMBATORE,KASAI,16.0,1.0,2.14,15650.38,9.0,KARTHICK,15092.66,1.0,2.0,3.5636195415063363,7313.26168224299,Fast Moving
MDU,GL-05416,2024-08-23,Y_47,22KT,G RING,COIMBATORE,KASAI,15.0,1.0,1.29,10750.19,67.0,RAGURAM,10149.69,0.0,1.0,5.585947783248482,8333.480620155038,Slow Moving
CNI,GL-04633,2024-08-25,T_19,22KT,G RING,COIMBATORE,KASAI,12.0,1.0,1.04,9850.09,98.0,ASHOK,8814.15,0.0,1.0,10.517061265430067,9471.240384615385,Slow Moving
MDU,GL-04189,2024-08-01,I_33,22KT,G RING,CASTING,CA R,9.0,1.0,2.98,21333.98,41.0,ESAKKIAMMAL,19109.2,2.0,3.0,10.428340140939472,7159.053691275168,Slow Moving
MDU,GL-04189,2024-08-01,I_33,22KT,G RING,CASTING,CA R,13.0,1.0,3.13,22166.13,41.0,ESAKKIAMMAL,19882.42,2.0,3.0,10.30270056162263,7081.830670926518,Slow Moving
CBT,GL-01488,2024-08-01,E,22KT,G RING,CASTING,CA R,13.0,1.0,2.33,16339.84,177.0,RAVIKUMAR,3750.0,1.0,2.0,77.04995887352631,7012.806866952789,Slow Moving
CBT,GL-01489,2024-08-01,Y_23,22KT,G RING,CASTING,CA R,11.0,1.0,2.38,16750.48,53.0,JAYADHARSHINI,15805.66,1.0,2.0,5.64055477813173,7038.01680672269,Slow Moving
MDU,GL-04236,2024-08-01,E,22KT,G RING,CASTING,CA R,20.0,1.0,5.8,36169.02,2762.0,KARMEGAM,3750.0,4.0,6.0,89.63201104149351,6236.037931034482,Slow Moving
CNI,GL-03119,2024-08-02,Y_23,22KT,G RING,CASTING,CA R,12.0,1.0,4.04,25850.25,54.0,ARUNACHALAM,24210.33,3.0,4.0,6.343923172890004,6398.5767326732675,Slow Moving
CNI,GL-03120,2024-08-02,D_28,22KT,G RING,CASTING,CA R,21.0,1.0,8.08,48065.95,5.0,ARUNACHALAM,44524.05,6.0,8.0,7.368833862640797,5948.756188118811,Fast Moving
CBT,GL-01501,2024-08-02,Y_23,22KT,G RING,CASTING,CA R,12.0,1.0,1.67,13056.17,54.0,MUTHU LAKSHMI,12207.43,1.0,2.0,6.500681287084956,7818.065868263473,Slow Moving
MDU,GL-04270,2024-08-02,D_28,22KT,G RING,CASTING,CA R,6.0,1.0,1.84,14122.25,30.0,MANOJ KUMAR,13198.1,1.0,2.0,6.543928906512769,7675.135869565217,Fast Moving
MDU,GL-04274,2024-08-02,I_33,22KT,G RING,CASTING,CA R,16.0,1.0,5.11,33168.58,42.0,KARTHICK,30092.08,4.0,6.0,9.275344316820314,6490.915851272016,Slow Moving
CBT,GL-01506,2024-08-02,A,22KT,G RING,CASTING,CA R,14.0,1.0,3.62,23619.78,24.0,MUTHU LAKSHMI,22134.45,3.0,4.0,6.288500570284729,6524.8011049723755,Fast Moving
CBT,GL-01507,2024-08-02,A,22KT,G RING,CASTING,CA R,17.0,1.0,4.26,26950.43,124.0,ELACKIYA,3750.0,3.0,4.0,86.08556523958987,6326.392018779343,Slow Moving
CNI,GL-03229,2024-08-03,I_33,22KT,G RING,CASTING,CA R,10.0,1.0,2.98,20249.8,43.0,ARUNACHALAM,19109.2,2.0,3.0,5.632648223686153,6795.234899328859,Slow Moving
CNI,GL-03234,2024-08-03,D_28,22KT,G RING,CASTING,CA R,22.0,1.0,4.06,26247.89,6.0,ARUNACHALAM,24239.53,3.0,4.0,7.651510273778199,6464.997536945813,Fast Moving
MDU,GL-04334,2024-08-03,D_28,22KT,G RING,CASTING,CA R,9.0,1.0,2.07,15750.47,31.0,YUGESH MOULI,14380.45,1.0,2.0,8.698280114815612,7608.92270531401,Slow Moving
MDU,GL-04344,2024-08-03,D_28,22KT,G RING,CASTING,CA R,14.0,1.0,2.03,15233.08,5.0,SATHISH KUMAR,3750.0,1.0,2.0,75.3825227728076,7503.980295566503,Fast Moving
MDU,GL-04344,2024-08-03,D,22KT,G RING,CASTING,CA R,11.0,1.0,2.31,16815.2,155.0,SATHISH KUMAR,3750.0,1.0,2.0,77.69874875112993,7279.30735930736,Slow Moving
CBT,GL-01532,2024-08-03,F,22KT,G RING,CASTING,CA R,19.0,1.0,4.65,28949.74,217.0,RAVIKUMAR,3750.0,4.0,6.0,87.04651578908826,6225.750537634409,Slow Moving
MDU,GL-04353,2024-08-03,D_28,22KT,G RING,CASTING,CA R,11.0,1.0,2.41,17184.91,6.0,KARTHICK,15913.36,1.0,2.0,7.399224086713281,7130.668049792531,Fast Moving
MDU,GL-04357,2024-08-03,L_36,22KT,G RING,CASTING,CA R,13.0,1.0,2.54,17949.92,217.0,BALAMURUGAN,3750.0,2.0,3.0,79.10854198793086,7066.897637795275,Slow Moving
